site,safra,material,ciclo,epoca,rain_q1.low,rain_q1.med,rain_q1.high,rain_q2.norain,rain_q2.low,rain_q2.med,rain_q3.norain,rain_q3.low,rain_q4.low,rain_q4.med,rain_q4.high,depth,PH_CACL2,PH_AGUA,MO_GDM3,P_meh_MG_DM3,P_res_MG_DM3,K_MG_DM3,CA_CMOLCDM3,MG_CMOLCDM3,AL_CMOLCDM3,H_Al_CMOLCDM3,SOM_BASES,CTC,SAT_BASES,S_MG_DM3,ZN_MG_DM3,B_MG_DM3,CU_MG_DM3,MN_MG_DM3,FE_MG_DM3,REL_CAMG,SATPOR_K,SATPOR_CA,SATPOR_MG,SATPOR_H,SATDE_AL,ARGILA,productivity
riobrilhante,2015-2016,n,111,3,1,0,0,0,0,0,0,1,0,1,0,20-40,5.25,5.87,20.79,1.53,52.88,0.09,2.82,0.93,0,4.27,3.84,8.11,47.35,65.67,1.45,0.23,8.25,45.24,81.56,3.03,1.11,34.77,11.47,52.65,0,51,38.5
riobrilhante,2015-2016,n,111,3,1,0,0,0,0,0,0,1,0,1,0,00-20,5.16,5.77,29.02,11.23,52.88,0.24,4.45,1.3,0,5.14,5.99,11.13,53.82,15.71,2.53,0.27,9.16,96.63,63.81,3.42,2.16,39.98,11.68,46.18,0,41,38.5
riobrilhante,2015-2016,f,110,1,1,0,0,0,0,0,0,1,0,1,0,20-40,5.25,5.87,20.79,1.53,52.88,0.09,2.82,0.93,0,4.27,3.84,8.11,47.35,65.67,1.45,0.23,8.25,45.24,81.56,3.03,1.11,34.77,11.47,52.65,0,51,59.7
riobrilhante,2015-2016,f,110,1,1,0,0,0,0,0,0,1,0,1,0,00-20,5.16,5.77,29.02,11.23,52.88,0.24,4.45,1.3,0,5.14,5.99,11.13,53.82,15.71,2.53,0.27,9.16,96.63,63.81,3.42,2.16,39.98,11.68,46.18,0,41,59.7
riobrilhante,2016-2017,t,114,1,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,55.1
riobrilhante,2016-2017,t,114,1,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,55.1
riobrilhante,2016-2017,b,109,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,60.6
riobrilhante,2016-2017,b,109,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,60.6
riobrilhante,2016-2017,s,125,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,58.5
riobrilhante,2016-2017,s,125,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,58.5
riobrilhante,2016-2017,a,113,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,62
riobrilhante,2016-2017,a,113,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,62
riobrilhante,2016-2017,t,120,1,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,57.1
riobrilhante,2016-2017,t,120,1,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,57.1
riobrilhante,2016-2017,b,109,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,57.8
riobrilhante,2016-2017,b,109,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,57.8
riobrilhante,2016-2017,n,113,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,60.5
riobrilhante,2016-2017,n,113,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,60.5
riobrilhante,2016-2017,5,126,A,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,57
riobrilhante,2016-2017,5,126,A,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,57
riobrilhante,2016-2017,f,112,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,61.1
riobrilhante,2016-2017,f,112,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,61.1
riobrilhante,2016-2017,d,120,1,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,56.8
riobrilhante,2016-2017,d,120,1,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,56.8
riobrilhante,2016-2017,b,119,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,44
riobrilhante,2016-2017,b,119,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,44
riobrilhante,2016-2017,t,112,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,41.9
riobrilhante,2016-2017,t,112,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,41.9
riobrilhante,2016-2017,n,113,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,47.5
riobrilhante,2016-2017,n,113,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,47.5
riobrilhante,2016-2017,b,106,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,57.9
riobrilhante,2016-2017,b,106,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,57.9
riobrilhante,2016-2017,t,101,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,41.2
riobrilhante,2016-2017,t,101,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,41.2
riobrilhante,2016-2017,n,111,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,57.1
riobrilhante,2016-2017,n,111,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,57.1
riobrilhante,2016-2017,b,109,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,54.7
riobrilhante,2016-2017,b,109,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,54.7
riobrilhante,2016-2017,s,112,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,54.1
riobrilhante,2016-2017,s,112,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,54.1
riobrilhante,2016-2017,n,108,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,52.9
riobrilhante,2016-2017,n,108,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,52.9
riobrilhante,2016-2017,v,119,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,52.1
riobrilhante,2016-2017,v,119,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,52.1
riobrilhante,2016-2017,s,113,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,44.9
riobrilhante,2016-2017,s,113,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,44.9
riobrilhante,2016-2017,b,109,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,62.2
riobrilhante,2016-2017,b,109,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,62.2
riobrilhante,2016-2017,f,113,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,62
riobrilhante,2016-2017,f,113,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,62
riobrilhante,2016-2017,n,114,3,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,27.7
riobrilhante,2016-2017,n,114,3,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,27.7
riobrilhante,2016-2017,s,123,1,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,55.8
riobrilhante,2016-2017,s,123,1,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,55.8
riobrilhante,2016-2017,b,106,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,61.2
riobrilhante,2016-2017,b,106,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,61.2
riobrilhante,2016-2017,a,113,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,41.25
riobrilhante,2016-2017,a,113,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,41.25
riobrilhante,2016-2017,t,110,4,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,63.4
riobrilhante,2016-2017,t,110,4,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,63.4
riobrilhante,2016-2017,t,106,4,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,62.9
riobrilhante,2016-2017,t,106,4,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,62.9
riobrilhante,2016-2017,b,100,4,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,61.9
riobrilhante,2016-2017,b,100,4,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,61.9
riobrilhante,2016-2017,b,101,4,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,61.8
riobrilhante,2016-2017,b,101,4,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,61.8
riobrilhante,2016-2017,b,109,4,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,60.7
riobrilhante,2016-2017,b,109,4,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,60.7
riobrilhante,2016-2017,m,114,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,60.2
riobrilhante,2016-2017,m,114,2,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,60.2
riobrilhante,2016-2017,b,104,4,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,71.8
riobrilhante,2016-2017,b,104,4,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,71.8
riobrilhante,2016-2017,n,106,4,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,67.3
riobrilhante,2016-2017,n,106,4,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,67.3
riobrilhante,2016-2017,n,104,4,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,67.1
riobrilhante,2016-2017,n,104,4,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,67.1
riobrilhante,2016-2017,b,102,4,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,66.1
riobrilhante,2016-2017,b,102,4,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,66.1
riobrilhante,2016-2017,c,107,4,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,64.6
riobrilhante,2016-2017,c,107,4,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,64.6
riobrilhante,2016-2017,n,108,4,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,63.7
riobrilhante,2016-2017,n,108,4,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,63.7
riobrilhante,2016-2017,c,106,4,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,63.6
riobrilhante,2016-2017,c,106,4,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,63.6
riobrilhante,2016-2017,d,130,1,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,56.9
riobrilhante,2016-2017,d,130,1,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,56.9
riobrilhante,2016-2017,b,122,1,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,56.5
riobrilhante,2016-2017,b,122,1,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,56.5
riobrilhante,2016-2017,n,104.5,3,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,40.5
riobrilhante,2016-2017,n,104.5,3,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,40.5
riobrilhante,2016-2017,f,131,1,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,55.9
riobrilhante,2016-2017,f,131,1,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,55.9
riobrilhante,2016-2017,b,114,3,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,37.9
riobrilhante,2016-2017,b,114,3,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,37.9
riobrilhante,2016-2017,t,110,4,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,59.9
riobrilhante,2016-2017,t,110,4,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,59.9
riobrilhante,2016-2017,n,107,4,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,58.9
riobrilhante,2016-2017,n,107,4,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,58.9
riobrilhante,2016-2017,b,114,4,0,1,0,1,0,0,0,1,0,1,0,00-20,5.3,6,37,30,52.88,0.36,0.6,1.8,0,3.4,8.1,11.6,70,10,1.9,0.33,7.3,23,34,3.3,0.7,43.6,18.97,0,0,56.4,58.9
riobrilhante,2016-2017,b,114,4,0,1,0,1,0,0,0,1,0,1,0,20-40,5.6,6.3,29,15,52.88,0.49,0.96,1.7,0,3.1,11.8,14.9,79,8,1.8,0.55,8.9,26.7,17,5.6,0.52,50,18.7,23.04,0,55.1,58.9
