material,site,ciclo,safra,epoca,rain_q1.low,rain_q1.med,rain_q1.high,rain_q2.norain,rain_q2.low,rain_q2.med,rain_q3.norain,rain_q3.low,rain_q4.low,rain_q4.med,rain_q4.high,productivity
ns,campogrande,117,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,62.7
br,campogrande,138,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,61.2
pr,campogrande,116,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,60.7
ft,campogrande,135,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,59.6
ns,campogrande,127,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,59.5
ns,campogrande,118,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,59.1
br,campogrande,120,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,57.9
te,campogrande,124,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,57.5
ns,campogrande,125,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,57.5
ns,campogrande,126,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,57.2
gm,campogrande,128,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,56.9
ft,campogrande,140,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,56.7
ft,campogrande,118,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,55.8
ns,campogrande,124,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,55.3
ns,campogrande,126,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,55.2
ns,campogrande,118,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,54.9
ns,campogrande,120,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,54.6
br,campogrande,111,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,54.2
ft,campogrande,106,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,53.3
gm,campogrande,119,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,53.2
ft,campogrande,120,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,50.9
in,campogrande,116,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,45.8
gm,campogrande,112,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,83.1
m7,campogrande,116,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,77.2
br,campogrande,110,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,75.2
te,campogrande,111,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,74.8
ns,campogrande,108,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,69.2
ns,campogrande,110,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,68.9
ns,campogrande,119,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,68
br,campogrande,110,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,67.7
te,campogrande,110,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,67.4
ns,campogrande,108,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,65.2
dm,campogrande,120,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,64.9
as,campogrande,112,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,64.2
br,campogrande,112,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,63.7
br,campogrande,115,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,63.6
br,campogrande,100,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,62.3
as,campogrande,124,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,60.6
tm,campogrande,112,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,58.7
br,campogrande,112,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,57.6
ns,campogrande,112,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,57.4
ns,campogrande,120,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,51.3
in,deodápolis,110,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,60.3
m5,deodápolis,120,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,59.7
sy,deodápolis,119,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,59.3
ad,deodápolis,98,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,59.1
ad,deodápolis,103,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,59.1
tm,deodápolis,110,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,59.1
te,deodápolis,110,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,58.9
br,deodápolis,106,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,58.3
bs,deodápolis,117,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,58
br,deodápolis,103,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,56.8
ad,deodápolis,110,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,56.6
m6,deodápolis,120,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,56.6
br,deodápolis,109,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,56.5
ds,deodápolis,104,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,55.8
ns,deodápolis,109,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,55.6
br,deodápolis,124,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,55.5
bs,deodápolis,110,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,55
br,deodápolis,106,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,54.8
pr,deodápolis,116,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,54.6
ns,deodápolis,105,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,54.2
ds,deodápolis,123,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,54.2
gm,deodápolis,120,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,53.4
ft,deodápolis,103,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,53.2
m7,deodápolis,110,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,53
na,deodápolis,118.5,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,52.9
te,deodápolis,125,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,52.5
br,deodápolis,120,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,49
te,deodápolis,130,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,45.9
as,deodápolis,118,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,55.7
ns,deodápolis,102,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,55.4
do,deodápolis,107,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,53.7
ns,deodápolis,108,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,53.3
te,deodápolis,119,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,49.5
sy,deodápolis,105,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,48.8
pr,deodápolis,113,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,48.4
tm,deodápolis,117,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,47.5
br,deodápolis,118,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,46
br,deodápolis,122,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,45.3
sy,deodápolis,113,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,45
br,deodápolis,113,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,44.7
ad,deodápolis,124,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,44.6
ns,deodápolis,115,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,44.2
ns,deodápolis,119,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,42.9
br,deodápolis,123,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,42.8
ad,deodápolis,113,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,42
in,deodápolis,115,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,41.9
br,deodápolis,117,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,41.3
gm,deodápolis,119,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,37
ft,deodápolis,114,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,28.1
br,deodápolis,115,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,16.5
pr,dourados,120,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,71.6
ns,dourados,111,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,70.8
br,dourados,115,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,69.6
ns,dourados,117,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,69.5
cz,dourados,116,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,68.2
sy,dourados,114,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,68.2
gm,dourados,114,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,68.1
ns,dourados,112,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,67.9
ns,dourados,113,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,67.6
br,dourados,112,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,67.5
m6,dourados,111,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,67.2
br,dourados,113,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,67.1
ad,dourados,113,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,66.9
m6,dourados,115,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,66.3
tm,dourados,116,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,65.5
br,dourados,122,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,65.4
ft,dourados,116,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,65.3
br,dourados,120,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,63.7
ft,dourados,116,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,63.6
sy,dourados,115,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,63.3
br,dourados,113,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,63.3
pr,dourados,120,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,63.2
bs,dourados,113,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,62.6
cz,dourados,125,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,62.5
tm,dourados,113,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,62.4
pr,dourados,120,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,62
ft,dourados,120,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,60.5
ns,dourados,114,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,59.8
te,dourados,125,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,58.1
bs,dourados,118,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,47
tm,dourados,124,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,45.5
sy,dourados,136,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,45.1
ns,dourados,120,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,44.5
sy,dourados,132,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,44.4
vt,dourados,111,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,43.8
dm,dourados,115,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,43.4
br,dourados,115,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,43.4
tm,dourados,115,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,43.4
br,dourados,114,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,42.5
bs,dourados,111,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,41.7
br,dourados,110,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,41.6
br,dourados,111,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,41.2
as,dourados,111,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,41.1
5d,dourados,121,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,41
dm,dourados,113,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,40.7
br,dourados,114,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,40.5
cz,dourados,109,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,39.8
br,dourados,113,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,39.1
br,dourados,114,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,38.9
ds,dourados,109,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,38.2
sy,dourados,116,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,37.7
ns,dourados,115,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,37.6
ad,dourados,113,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,36.3
in,dourados,115,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,35.4
ad,dourados,114,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,35
ds,dourados,115,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,32.1
ns,dourados,112,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,31.4
m6,dourados,110,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,25.9
in,dourados,110,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,24.9
br,dourados,110,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,22
cd,dourados,110,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,18.9
br,dourados,114,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,13.4
br,dourados,112,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,9.1
br,maracaju,110,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,86.4
br,maracaju,114,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,84.6
te,maracaju,115,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,83.1
ns,maracaju,113,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,83
te,maracaju,113,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,82.4
cz,maracaju,112,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,80.8
ad,maracaju,108,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,80.4
te,maracaju,111,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,80.3
bs,maracaju,110,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,78.3
dm,maracaju,111,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,77.9
ic,maracaju,109,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,77.1
ns,maracaju,119,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,76.8
ns,maracaju,115,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,76.4
ns,maracaju,118,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,75.5
cs,maracaju,114,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,75.5
br,maracaju,113,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,75.2
br,maracaju,121,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,74.6
br,maracaju,116,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,74
bs,maracaju,121,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,73.6
sy,maracaju,114,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,73.5
br,maracaju,121,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,73.3
ft,maracaju,119,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,73.2
br,maracaju,113,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,72.9
sy,maracaju,118,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,72.7
br,maracaju,116,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,72.5
ft,maracaju,114,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,72.4
m6,maracaju,113,2016-2017,A,0,1,0,1,0,0,0,1,0,1,0,72.4
cs,maracaju,117,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,72.1
ns,maracaju,118,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,72.1
br,maracaju,121,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,71.9
tm,maracaju,119,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,71.5
ns,maracaju,119,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,71.5
ft,maracaju,115,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,71.4
ic,maracaju,112,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,71.2
gm,maracaju,112,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,70.5
cs,maracaju,117,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,70.3
tm,maracaju,113,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,70.1
ft,maracaju,119,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,70.1
pr,maracaju,118,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,69.9
cs,maracaju,114,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,69.5
m5,maracaju,122,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,68.4
br,maracaju,113,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,68.3
na,maracaju,120,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,68
pr,maracaju,114,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,67.9
ic,maracaju,113,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,67.6
pr,maracaju,116,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,67.6
br,maracaju,120,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,67.4
ft,maracaju,107,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,67.3
tm,maracaju,114,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,67.3
sy,maracaju,112,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,66.5
gm,maracaju,115,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,66.4
sy,maracaju,120,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,65.3
ft,maracaju,115,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,65.3
vt,maracaju,117,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,65.1
br,maracaju,121,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,64.9
br,maracaju,121,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,64.4
cs,maracaju,122,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,64.1
tm,maracaju,110,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,63.4
ns,maracaju,108,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,61.7
cz,maracaju,119,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,60.9
cd,maracaju,107,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,60.9
br,maracaju,111,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,58.8
cz,maracaju,112,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,53.5
br,maracaju,112,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,49.5
br,maracaju,116,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,45.4
ad,maracaju,120,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,38.3
sy,maracaju,116,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,32.8
sy,maracaju,115,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,77.4
as,maracaju,116,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,77.3
te,maracaju,115,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,76.2
ns,maracaju,114,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,75.8
as,maracaju,112,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,74.5
m5,maracaju,117,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,73.9
as,maracaju,126,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,73.8
pr,maracaju,121,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,73.4
pr,maracaju,100,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,73.4
dm,maracaju,105,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,73.1
sy,maracaju,115,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,72.8
tm,maracaju,107,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,72.8
sy,maracaju,120,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,72.5
br,maracaju,121,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,72.4
m6,maracaju,113,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,71.8
5d,maracaju,121,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,71.3
sy,maracaju,105,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,71.3
ad,maracaju,137,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,70.9
in,maracaju,140,2016-2017,1,0,1,0,1,0,0,0,1,0,1,0,70.9
br,maracaju,108,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,70.8
dm,maracaju,108,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,70.7
ft,maracaju,108,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,70.4
bs,maracaju,112,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,70.2
ft,maracaju,110,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,70.1
ad,maracaju,108,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,70
ns,maracaju,104,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,70
cz,maracaju,104,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,69.9
br,maracaju,102,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,69.8
ds,maracaju,108,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,69.7
br,maracaju,109,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,69.7
pr,maracaju,109,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,69.7
ns,sãogabrieldooeste,100,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,64.7
tm,sãogabrieldooeste,100,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,64.6
ns,sãogabrieldooeste,105,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,64.5
ns,sãogabrieldooeste,105,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,64.1
ic,sãogabrieldooeste,102,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,63
cs,sãogabrieldooeste,102,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,61.8
gm,sãogabrieldooeste,109,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,57.7
ns,sãogabrieldooeste,122,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,56.2
sy,sidrolândia,105,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,84.6
sy,sidrolândia,102,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,83.7
br,sidrolândia,112,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,82.5
tm,sidrolândia,102,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,81.4
tm,sidrolândia,105,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,80.8
ad,sidrolândia,111,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,80
sy,sidrolândia,100,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,79.8
pr,sidrolândia,103,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,79.5
sy,sidrolândia,111,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,78.7
ds,sidrolândia,107,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,78.2
m5,sidrolândia,104,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,78.1
m6,sidrolândia,102,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,77.7
cz,sidrolândia,104,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,77.3
te,sidrolândia,104,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,77.2
ns,sidrolândia,100,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,77.1
ft,sidrolândia,101,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,77.1
5d,sidrolândia,110,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,77
ns,sidrolândia,101,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,76.3
ft,sidrolândia,108,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,76
pr,sidrolândia,122,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,75.8
bs,sidrolândia,98,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,75.7
br,sidrolândia,118,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,75.2
br,sidrolândia,102,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,75.1
cz,sidrolândia,100,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,74.9
ft,sidrolândia,106,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,74.8
ns,sidrolândia,102,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,74.8
pr,sidrolândia,100,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,74.7
ds,sidrolândia,109,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,73.6
ad,sidrolândia,110,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,73.3
ft,sidrolândia,106,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,72.4
sy,sidrolândia,112,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,72.3
ns,sidrolândia,113,2016-2017,3,0,1,0,1,0,0,0,1,0,1,0,71.8
ns,sidrolândia,117,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,71.6
br,sidrolândia,105,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,71.3
bs,sidrolândia,103,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,70.8
ft,sidrolândia,113,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,70.2
ns,sidrolândia,106,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,70.1
ns,sidrolândia,114,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,70
na,sidrolândia,119,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,69.4
br,sidrolândia,108,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,68.6
br,sidrolândia,105,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,68.5
br,sidrolândia,113,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,67.8
br,sidrolândia,108,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,67
te,sidrolândia,112,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,65.8
br,sidrolândia,117,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,63.3
ft,sidrolândia,102,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,62.2
cs,sãogabrieldooeste,113,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,70.6
ad,sãogabrieldooeste,113,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,70.2
ad,sãogabrieldooeste,112,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,70.1
dm,sãogabrieldooeste,108,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,69.7
br,sãogabrieldooeste,115,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,69.5
st,sãogabrieldooeste,115,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,74.2
br,sãogabrieldooeste,107,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,74.1
ft,sãogabrieldooeste,105,2016-2017,2,0,1,0,1,0,0,0,1,0,1,0,73.7
