site,material,depth,rain_q1.low,rain_q1.med,rain_q1.high,rain_q2.norain,rain_q2.low,rain_q2.med,rain_q3.norain,rain_q3.low,rain_q4.low,rain_q4.med,rain_q4.high,PH_CACL2,PH_AGUA,MO_GDM3,P_meh_MG_DM3,P_res_MG_DM3,K_MG_DM3,CA_CMOLCDM3,MG_CMOLCDM3,AL_CMOLCDM3,H_Al_CMOLCDM3,SOM_BASES,CTC,SAT_BASES,S_MG_DM3,ZN_MG_DM3,B_MG_DM3,CU_MG_DM3,MN_MG_DM3,FE_MG_DM3,REL_CAMG,SATPOR_K,SATPOR_CA,SATPOR_MG,SATPOR_H,SATDE_AL,ARGILA,productivity
sidrolândia,dk,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,149.7
sidrolândia,st,20-40,0,0,1,0,1,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,155.7
sidrolândia,st,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,155.7
sidrolândia,jm,20-40,0,0,1,0,1,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,134.5
sidrolândia,jm,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,134.5
sidrolândia,bg,20-40,0,0,1,0,1,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,148.3
sidrolândia,bg,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,148.3
sidrolândia,rb,20-40,0,0,1,0,1,0,1,0,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,136.9
sidrolândia,rb,00-20,0,0,1,0,1,0,1,0,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,136.9
sidrolândia,dk,20-40,0,0,1,0,1,0,1,0,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,115.2
sidrolândia,dk,00-20,0,0,1,0,1,0,1,0,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,115.2
sidrolândia,p3,20-40,0,0,1,0,1,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,147.7
sidrolândia,p3,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,147.7
sidrolândia,sh,20-40,0,1,0,0,0,1,1,0,0,0,1,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,136.7
sidrolândia,sh,00-20,0,1,0,0,0,1,1,0,0,0,1,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,136.7
sidrolândia,ag,20-40,0,0,1,1,0,0,1,0,1,0,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,92.8
sidrolândia,ag,00-20,0,0,1,1,0,0,1,0,1,0,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,92.8
sidrolândia,2b,20-40,0,0,1,0,1,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,147.9
sidrolândia,2b,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,147.9
sidrolândia,jm,20-40,0,0,1,0,1,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,123.4
sidrolândia,jm,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,123.4
sidrolândia,ns,20-40,0,1,0,1,0,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,123.5
sidrolândia,ns,00-20,0,1,0,1,0,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,123.5
sidrolândia,dk,20-40,0,0,0,0,0,0,0,0,0,0,1,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,149.9
sidrolândia,dk,00-20,0,0,0,0,0,0,0,0,0,0,1,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,149.9
sidrolândia,bg,20-40,0,0,1,0,1,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,161.7
sidrolândia,bg,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,161.7
sidrolândia,as,20-40,0,0,1,1,0,0,0,1,0,0,1,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,96.7
sidrolândia,as,00-20,0,0,1,1,0,0,0,1,0,0,1,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,96.7
sidrolândia,ag,20-40,0,1,0,1,0,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,130.3
sidrolândia,ag,00-20,0,1,0,1,0,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,130.3
sidrolândia,br,20-40,0,0,1,0,1,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,141.3
sidrolândia,br,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,141.3
sidrolândia,cd,20-40,0,0,1,0,1,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,147.9
sidrolândia,cd,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,147.9
sidrolândia,2b,20-40,0,0,1,0,1,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,141.3
sidrolândia,2b,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,141.3
sidrolândia,2b,20-40,0,0,1,0,1,0,1,0,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,102.2
sidrolândia,2b,00-20,0,0,1,0,1,0,1,0,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,102.2
sidrolândia,cd,20-40,0,0,1,0,1,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,135.5
sidrolândia,cd,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,135.5
sidrolândia,bx,20-40,0,0,1,0,1,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,143
sidrolândia,bx,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,143
sidrolândia,2b,20-40,0,0,1,1,0,0,0,1,0,0,1,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,116.1
sidrolândia,2b,00-20,0,0,1,1,0,0,0,1,0,0,1,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,116.1
sidrolândia,bg,20-40,0,1,0,1,0,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,140.5
sidrolândia,bg,00-20,0,1,0,1,0,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,140.5
sidrolândia,ag,20-40,0,0,1,0,1,0,1,0,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,147.4
sidrolândia,ag,00-20,0,0,1,0,1,0,1,0,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,147.4
sidrolândia,dk,20-40,0,0,1,0,1,0,1,0,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,126.5
sidrolândia,dk,00-20,0,0,1,0,1,0,1,0,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,126.5
sidrolândia,as,20-40,0,0,1,0,1,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,137.2
sidrolândia,as,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,137.2
sidrolândia,as,20-40,0,0,1,0,1,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,136.5
sidrolândia,as,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,136.5
sidrolândia,lg,20-40,0,1,0,1,0,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,126.5
sidrolândia,lg,00-20,0,1,0,1,0,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,126.5
sidrolândia,ag,20-40,0,0,1,0,1,0,1,0,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,119.1
sidrolândia,ag,00-20,0,0,1,0,1,0,1,0,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,119.1
sidrolândia,om,20-40,0,0,0,0,0,0,0,0,0,0,1,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,122.2
sidrolândia,om,00-20,0,0,0,0,0,0,0,0,0,0,1,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,122.2
sidrolândia,mg,20-40,0,0,1,1,0,0,0,1,0,0,1,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,102.9
sidrolândia,mg,00-20,0,0,1,1,0,0,0,1,0,0,1,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,102.9
sidrolândia,ma,20-40,0,1,0,1,0,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,119.8
sidrolândia,ma,00-20,0,1,0,1,0,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,119.8
sidrolândia,cd,20-40,0,1,0,1,0,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,125.4
sidrolândia,cd,00-20,0,1,0,1,0,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,125.4
sidrolândia,fo,20-40,0,0,1,0,1,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,147.9
sidrolândia,fo,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,147.9
sidrolândia,sg,20-40,0,0,0,0,0,0,0,0,0,0,1,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,136.1
sidrolândia,sg,00-20,0,0,0,0,0,0,0,0,0,0,1,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,136.1
sidrolândia,sh,20-40,0,0,1,0,1,0,1,0,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,113.4
sidrolândia,sh,00-20,0,0,1,0,1,0,1,0,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,113.4
sidrolândia,ce,20-40,0,0,1,0,1,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,129.1
sidrolândia,ce,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,129.1
sidrolândia,br,20-40,0,0,1,1,0,0,0,1,0,0,1,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,87.9
sidrolândia,br,00-20,0,0,1,1,0,0,0,1,0,0,1,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,87.9
sidrolândia,dk,20-40,0,0,1,0,1,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,148.6
sidrolândia,dk,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,148.6
sidrolândia,bx,20-40,1,0,0,0,0,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,140.8
sidrolândia,bx,00-20,1,0,0,0,0,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,140.8
sidrolândia,bg,20-40,0,1,0,1,0,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,125.5
sidrolândia,bg,00-20,0,1,0,1,0,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,125.5
sidrolândia,ag,20-40,0,0,0,0,0,0,0,0,0,0,1,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,143.3
sidrolândia,ag,00-20,0,0,0,0,0,0,0,0,0,0,1,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,143.3
sidrolândia,zn,20-40,0,0,1,1,0,0,0,1,0,0,1,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,78.1
sidrolândia,zn,00-20,0,0,1,1,0,0,0,1,0,0,1,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,78.1
sidrolândia,30,20-40,0,0,1,0,1,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,148.1
sidrolândia,30,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,148.1
sidrolândia,fo,20-40,0,0,1,0,1,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,127.2
sidrolândia,fo,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,127.2
sidrolândia,ag,20-40,0,0,0,0,0,0,0,0,0,0,1,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,111.1
sidrolândia,ag,00-20,0,0,0,0,0,0,0,0,0,0,1,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,111.1
sidrolândia,as,20-40,0,0,1,0,1,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,131.1
sidrolândia,as,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,131.1
sidrolândia,p3,20-40,0,0,1,0,1,0,0,1,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,154.9
sidrolândia,p3,00-20,0,0,1,0,1,0,0,1,0,1,0,5.83,6.44,40.19,19.98,47.4,0.73,6.8,1.35,0,3.58,8.88,12.46,71.27,10.69,2.32,0.56,11.35,77.33,30.43,5.04,5.86,54.57,10.83,28.73,28.73,34,154.9
sidrolândia,bx,20-40,0,0,1,0,1,0,1,0,0,1,0,4.79,5.41,27.73,5.41,60,0.31,2.4,1,0.24,5.4,3.71,9.11,40.72,127.38,0.7,0.23,17.4,17.5,63.81,2.4,3.4,26.34,10.98,56.64,56.64,31,129
